"source","translation_en_US"
"The river runs north to south across the middle of the valley; the nearest crossing is due east of camp.","The river runs north to south across the middle of the valley; the nearest crossing is due east of camp."
"The road runs north-west along the shore; strike the head of the column first.","The road runs north-west along the shore; strike the head of the column first."
"The siege works stand to the east of the quarter.","The siege works stand to the east of the quarter."
"The winter camp lies north across the river.","The winter camp lies north across the river."
"Their camps fall neutral once their commander is dead.","Their camps fall neutral once their commander is dead."
"Their troops leave the field with them.","Their troops leave the field with them."
"Timber for the sledges, stone for the roadbed, iron for shoes and axles.","Timber for the sledges, stone for the roadbed, iron for shoes and axles."
"Turn the nearest Roman allied camp south of the field.","Turn the nearest Roman allied camp south of the field."
"Turn the nearest Roman camp before the cavalry returns.","Turn the nearest Roman camp before the cavalry returns."
"With the river camp taken there is nowhere left for the legions to reform.","With the river camp taken there is nowhere left for the legions to reform."
"Break all five columns. The ford is held when the last of them is dead in front of it, and not one column sooner.","Break all five columns. The ford is held when the last of them is dead in front of it, and not one column sooner."
"Cut and carry home four hundred of timber and two hundred and ten of stone. The near stand will not cover it; the deep pines will.","Cut and carry home four hundred of timber and two hundred and ten of stone. The near stand will not cover it; the deep pines will."
"Fill the levy out of the Pinewater cut: four hundred of timber and two hundred and ten of stone, cut and carried home before the column comes back through.","Fill the levy out of the Pinewater cut: four hundred of timber and two hundred and ten of stone, cut and carried home before the column comes back through."
"Five columns and the ford still ours. Count the men twice and do not write the number down until morning; it is always worse in the dark and always worse again in daylight.","Five columns and the ford still ours. Count the men twice and do not write the number down until morning; it is always worse in the dark and always worse again in daylight."
"Four hundred of timber and two hundred of stone, and the near stand was stripped by the last detail. That means the deep pines, which means the long road, which means whatever is living in the deep pines gets a look at us. Split the crew. Escort the far one.","Four hundred of timber and two hundred of stone, and the near stand was stripped by the last detail. That means the deep pines, which means the long road, which means whatever is living in the deep pines gets a look at us. Split the crew. Escort the far one."
"Hold the Sallow Ford","Hold the Sallow Ford"
"Keep both towers standing. Lose one and the lane it watches is yours to walk yourself.","Keep both towers standing. Lose one and the lane it watches is yours to walk yourself."
"Leave the axes. Leave the carts. A detail that cannot walk out of its own cut does not get to carry anything.","Leave the axes. Leave the carts. A detail that cannot walk out of its own cut does not get to carry anything."
